filename,Throttle Value,Throttle State,Steering Value,Steering State
0111828.png,0.0,1,1.0,1
0014543.png,1.0,1,0.5,0
0067073.png,0.0,1,0.0,1
0052426.png,1.0,1,0.5,0
0073199.png,1.0,1,0.0,1
0010047.png,0.5,0,0.5,0
0115042.png,0.0,1,0.5,0
0111621.png,0.5,0,0.0,1
0026005.png,1.0,1,0.5,0
0084730.png,1.0,1,1.0,1
0111791.png,0.0,1,1.0,1
0076876.png,0.0,1,0.5,0
0039308.png,0.5,0,0.5,0
0018839.png,0.5,0,0.5,0
0103749.png,0.5,0,0.0,1
0112375.png,1.0,1,1.0,1
0075154.png,1.0,1,0.0,1
0124342.png,0.5,0,0.0,1
0085192.png,1.0,1,0.0,1
0134124.png,1.0,1,0.0,1
0000325.png,0.5,0,0.5,0
0089915.png,0.5,0,1.0,1
0068852.png,0.5,0,0.0,1
0030210.png,0.5,0,0.5,0
0111841.png,0.0,1,1.0,1
0087828.png,0.0,1,1.0,1
0140938.png,0.0,1,0.5,0
0106659.png,0.5,0,0.0,1
0005002.png,1.0,1,0.5,0
0018483.png,0.5,0,1.0,1
0112380.png,1.0,1,1.0,1
0013713.png,0.5,0,0.5,0
0101156.png,0.0,1,1.0,1
0105924.png,0.0,1,0.5,0
0037471.png,0.0,1,0.5,0
0088823.png,0.0,1,1.0,1
0062409.png,1.0,1,0.0,1
0072658.png,1.0,1,0.0,1
0107233.png,1.0,1,1.0,1
0095204.png,1.0,1,0.0,1
0059233.png,0.0,1,0.0,1
0006536.png,0.5,0,0.5,0
0030234.png,0.0,1,0.0,1
0097035.png,0.0,1,0.5,0
0109271.png,0.0,1,0.5,0
0061005.png,0.0,1,0.5,0
0066603.png,1.0,1,1.0,1
0090324.png,0.5,0,1.0,1
0125234.png,0.0,1,0.5,0
0083366.png,1.0,1,0.0,1
0134039.png,0.5,0,1.0,1
0040891.png,1.0,1,0.5,0
0077302.png,1.0,1,1.0,1
0013996.png,1.0,1,0.5,0
0116627.png,0.0,1,0.5,0
0073716.png,0.0,1,0.5,0
0102254.png,1.0,1,1.0,1
0111804.png,0.0,1,1.0,1
0084805.png,1.0,1,0.0,1
0046000.png,0.5,0,0.5,0
0139842.png,1.0,1,1.0,1
0117567.png,0.0,1,0.5,0
0057688.png,0.0,1,1.0,1
0069936.png,0.5,0,1.0,1
0031300.png,1.0,1,0.5,0
0040476.png,0.0,1,0.5,0
0095743.png,1.0,1,0.0,1
0133447.png,0.5,0,0.0,1
0101175.png,0.0,1,0.0,1
0132414.png,1.0,1,0.0,1
0101179.png,0.0,1,0.0,1
0029749.png,0.0,1,0.0,1
0034322.png,0.5,0,0.5,0
0078470.png,0.5,0,1.0,1
0099554.png,0.0,1,0.5,0
0000614.png,1.0,1,0.5,0
0096720.png,1.0,1,1.0,1
0100920.png,1.0,1,0.0,1
0092110.png,0.5,0,0.0,1
0067081.png,0.0,1,0.0,1
0146618.png,0.0,1,0.5,0
0115569.png,1.0,1,1.0,1
0003873.png,1.0,1,0.5,0
0060962.png,0.0,1,0.5,0
0066781.png,1.0,1,1.0,1
0075275.png,0.0,1,0.0,1
0111813.png,0.0,1,0.0,1
0097664.png,0.0,1,0.0,1
0060443.png,0.5,0,1.0,1
0076617.png,0.0,1,0.5,0
0115705.png,0.5,0,0.0,1
0106405.png,1.0,1,0.0,1
0113455.png,1.0,1,0.0,1
0097683.png,0.0,1,0.0,1
0043403.png,0.5,0,0.5,0
0031311.png,0.5,0,0.5,0
0087889.png,0.0,1,1.0,1
0097682.png,0.0,1,0.0,1
0044796.png,1.0,1,0.5,0
0010029.png,1.0,1,0.5,0
0094180.png,0.5,0,1.0,1
0124172.png,1.0,1,0.0,1
0088887.png,0.0,1,1.0,1
0064613.png,0.5,0,1.0,1
0062471.png,1.0,1,0.0,1
0068742.png,0.5,0,1.0,1
0083119.png,0.0,1,0.5,0
0013392.png,1.0,1,0.5,0
0072532.png,1.0,1,1.0,1
0087868.png,0.0,1,1.0,1
0147598.png,1.0,1,0.0,1
0005502.png,0.5,0,0.5,0
0137036.png,0.5,0,0.0,1
0142431.png,0.5,0,1.0,1
0003508.png,1.0,1,0.5,0
0086242.png,1.0,1,1.0,1
0118232.png,0.0,1,0.5,0
0090666.png,0.5,0,0.0,1
0067074.png,0.0,1,0.0,1
0088769.png,0.0,1,0.0,1
0035553.png,0.5,0,0.5,0
0133729.png,1.0,1,1.0,1
0016998.png,0.5,0,0.5,0
0147125.png,0.0,1,0.5,0
0147553.png,1.0,1,1.0,1
0007581.png,0.0,1,0.5,0
0054189.png,1.0,1,0.5,0
0126467.png,1.0,1,0.0,1
0134648.png,0.5,0,1.0,1
0030169.png,1.0,1,0.5,0
0127000.png,1.0,1,1.0,1
0055610.png,1.0,1,0.0,1
0089749.png,1.0,1,0.0,1
0088952.png,0.0,1,1.0,1
0101210.png,0.0,1,0.0,1
0088965.png,0.0,1,0.0,1
0021877.png,0.0,1,1.0,1
0096117.png,0.0,1,0.5,0
0001903.png,0.5,0,0.5,0
0013385.png,1.0,1,0.5,0
0050137.png,0.0,1,0.5,0
0097570.png,1.0,1,1.0,1
0087832.png,0.0,1,0.0,1
0060563.png,0.0,1,1.0,1
0091026.png,1.0,1,0.0,1
0088951.png,0.0,1,1.0,1
0138191.png,0.5,0,1.0,1
0066270.png,1.0,1,0.0,1
0060565.png,0.0,1,1.0,1
0007471.png,1.0,1,0.5,0
0013204.png,0.5,0,0.5,0
0075289.png,0.0,1,0.0,1
0128207.png,1.0,1,1.0,1
0100455.png,1.0,1,1.0,1
0126649.png,1.0,1,0.0,1
0117853.png,1.0,1,0.0,1
0148284.png,0.5,0,0.0,1
0016743.png,0.0,1,0.5,0
0023487.png,0.0,1,0.5,0
0088783.png,0.0,1,1.0,1
0067037.png,0.0,1,0.0,1
0053404.png,1.0,1,0.5,0
0066516.png,0.5,0,1.0,1
0026217.png,1.0,1,0.0,1
0143229.png,0.5,0,1.0,1
0088764.png,0.0,1,1.0,1
0097672.png,0.0,1,0.0,1
0088796.png,0.0,1,1.0,1
0026984.png,1.0,1,0.5,0
0023501.png,0.5,0,0.5,0
0090570.png,0.5,0,0.0,1
0092297.png,0.5,0,0.0,1
0121162.png,0.0,1,0.5,0
0119874.png,0.0,1,0.5,0
0075301.png,0.0,1,0.5,0
0004012.png,0.5,0,0.5,0
0021864.png,0.0,1,1.0,1
0088772.png,0.0,1,0.0,1
0088929.png,0.0,1,0.0,1
0084738.png,1.0,1,0.0,1
0088858.png,0.0,1,1.0,1
0037649.png,0.5,0,0.5,0
0021865.png,0.0,1,1.0,1
0056713.png,0.0,1,0.5,0
0015847.png,1.0,1,0.5,0
0006803.png,0.5,0,0.5,0
0112430.png,1.0,1,1.0,1
0105020.png,0.5,0,1.0,1
0058059.png,0.5,0,1.0,1
0086029.png,1.0,1,0.0,1
0015817.png,0.5,0,0.0,1
0003554.png,1.0,1,0.5,0
0058927.png,0.0,1,0.5,0
0088785.png,0.0,1,0.0,1
0120027.png,1.0,1,0.0,1
0100706.png,0.0,1,0.0,1
0090919.png,1.0,1,0.0,1
0064714.png,0.5,0,1.0,1
0100673.png,0.0,1,0.0,1
0075289.png,0.0,1,0.0,1
0055994.png,0.0,1,0.0,1
0144723.png,0.5,0,0.0,1
0082891.png,0.0,1,0.5,0
0130473.png,1.0,1,0.0,1
0043650.png,1.0,1,0.5,0
0087927.png,0.0,1,1.0,1
0017837.png,1.0,1,0.5,0
0109105.png,0.5,0,0.0,1
0001831.png,0.5,0,0.5,0
0040148.png,1.0,1,0.5,0
0140690.png,0.5,0,0.0,1
0057689.png,0.0,1,1.0,1
0048906.png,1.0,1,0.5,0
0097638.png,0.0,1,0.0,1
0052106.png,1.0,1,0.5,0
0055992.png,0.0,1,0.0,1
0030230.png,0.0,1,1.0,1
0023168.png,0.5,0,0.5,0
0002192.png,0.5,0,0.5,0
0038097.png,1.0,1,0.5,0
0067048.png,0.0,1,0.0,1
0054864.png,1.0,1,1.0,1
0040962.png,1.0,1,0.5,0
0061949.png,1.0,1,0.0,1
0131363.png,0.5,0,1.0,1
0056711.png,0.0,1,0.5,0
0126569.png,1.0,1,1.0,1
0127244.png,1.0,1,0.0,1
0119453.png,0.5,0,1.0,1
0131384.png,0.5,0,1.0,1
0111845.png,0.0,1,1.0,1
0023283.png,0.5,0,0.5,0
0037166.png,0.0,1,1.0,1
0115748.png,0.5,0,0.0,1
0094517.png,1.0,1,1.0,1
0055899.png,1.0,1,1.0,1
0100683.png,0.0,1,1.0,1
0079510.png,1.0,1,1.0,1
0079466.png,1.0,1,1.0,1
0118160.png,1.0,1,1.0,1
0054787.png,0.5,0,0.0,1
0133528.png,1.0,1,0.0,1
0122048.png,1.0,1,1.0,1
0023970.png,1.0,1,0.5,0
0065643.png,0.5,0,0.0,1
0045524.png,0.5,0,0.5,0
0127857.png,1.0,1,0.0,1
0079833.png,1.0,1,0.0,1
0140571.png,0.5,0,1.0,1
0085418.png,0.0,1,0.5,0
0089044.png,0.0,1,1.0,1
0038358.png,0.5,0,0.5,0
0101176.png,0.0,1,0.0,1
0111785.png,0.0,1,1.0,1
0088856.png,0.0,1,1.0,1
0127922.png,1.0,1,0.0,1
0132195.png,1.0,1,1.0,1
0006123.png,1.0,1,0.5,0
0036177.png,1.0,1,0.5,0
0051726.png,1.0,1,1.0,1
0072914.png,1.0,1,0.0,1
0140660.png,0.5,0,0.0,1
0049879.png,1.0,1,0.0,1
0107685.png,0.5,0,0.0,1
0112738.png,0.0,1,0.5,0
0091891.png,0.5,0,0.0,1
0087023.png,1.0,1,0.0,1
0050708.png,0.5,0,1.0,1
0070439.png,1.0,1,1.0,1
0132291.png,0.0,1,0.5,0
0065081.png,0.5,0,1.0,1
0092870.png,0.0,1,0.5,0
0032709.png,0.5,0,0.5,0
0105891.png,0.0,1,0.5,0
0079675.png,1.0,1,0.0,1
0111789.png,0.0,1,0.0,1
0060631.png,1.0,1,0.0,1
0047888.png,1.0,1,0.5,0
0055078.png,1.0,1,0.0,1
0133804.png,0.5,0,1.0,1
0105726.png,0.0,1,0.5,0
0026067.png,0.5,0,0.5,0
0021883.png,0.0,1,1.0,1
0009792.png,0.5,0,0.5,0
0020920.png,1.0,1,0.5,0
0065967.png,0.5,0,0.0,1
0075225.png,0.0,1,0.0,1
0125495.png,0.5,0,1.0,1
0031299.png,1.0,1,0.5,0
0084182.png,0.0,1,0.5,0
0119056.png,0.0,1,0.5,0
0097630.png,0.0,1,1.0,1
0024168.png,0.5,0,0.5,0
0111764.png,0.0,1,1.0,1
0085633.png,0.0,1,0.5,0
0089015.png,0.0,1,1.0,1
0088800.png,0.0,1,1.0,1
0060828.png,0.5,0,1.0,1
0057573.png,0.0,1,0.0,1
0101153.png,0.0,1,1.0,1
0033361.png,0.5,0,0.5,0
0084101.png,0.0,1,0.5,0
0144812.png,0.5,0,0.0,1
0100646.png,0.0,1,1.0,1
0067065.png,0.0,1,0.0,1
0084017.png,1.0,1,1.0,1
0054772.png,0.5,0,1.0,1
0049947.png,0.5,0,1.0,1
0003075.png,1.0,1,0.5,0
0102536.png,1.0,1,0.0,1
0138506.png,1.0,1,1.0,1
0067052.png,0.0,1,0.0,1
0113299.png,1.0,1,0.0,1
0124266.png,1.0,1,1.0,1
0057702.png,0.0,1,1.0,1
0100410.png,1.0,1,1.0,1
0100785.png,1.0,1,0.0,1
0026462.png,0.5,0,0.5,0
0072826.png,1.0,1,1.0,1
0096578.png,1.0,1,0.0,1
0139736.png,0.5,0,1.0,1
0004859.png,0.5,0,0.5,0
0057690.png,0.0,1,0.0,1
0101191.png,0.0,1,0.0,1
0057577.png,0.0,1,1.0,1
0133905.png,0.5,0,1.0,1
0024891.png,0.5,0,0.5,0
0055515.png,0.0,1,0.5,0
0048910.png,1.0,1,0.5,0
0087869.png,0.0,1,1.0,1
0067018.png,0.0,1,0.0,1
0117684.png,0.5,0,1.0,1
0004683.png,0.5,0,0.5,0
0011054.png,1.0,1,0.5,0
0105183.png,1.0,1,0.0,1
0021871.png,0.0,1,1.0,1
0023684.png,1.0,1,0.5,0
0112434.png,1.0,1,1.0,1
0049058.png,0.5,0,0.5,0
0107765.png,0.5,0,1.0,1
0104247.png,0.5,0,0.0,1
0045289.png,1.0,1,0.5,0
0059230.png,0.0,1,0.0,1
0100988.png,1.0,1,0.0,1
0071800.png,1.0,1,1.0,1
0104315.png,0.0,1,0.5,0
0003532.png,1.0,1,1.0,1
0028216.png,1.0,1,0.5,0
0057681.png,0.0,1,0.0,1
0007011.png,0.5,0,0.5,0
0139053.png,1.0,1,1.0,1
0094032.png,1.0,1,1.0,1
0087944.png,0.0,1,1.0,1
0108950.png,1.0,1,0.0,1
0088800.png,0.0,1,1.0,1
0140728.png,0.5,0,0.0,1
0010284.png,1.0,1,0.5,0
0111845.png,0.0,1,1.0,1
0080180.png,1.0,1,1.0,1
0052750.png,0.5,0,0.5,0
0036638.png,0.5,0,0.5,0
0027418.png,0.5,0,0.5,0
0027362.png,0.0,1,0.0,1
0053542.png,0.5,0,0.5,0
0059228.png,0.0,1,0.0,1
0029027.png,0.5,0,0.5,0
0131018.png,0.5,0,0.0,1
0097639.png,0.0,1,0.0,1
0132959.png,1.0,1,1.0,1
0120637.png,1.0,1,0.0,1
0066958.png,1.0,1,1.0,1
0070163.png,0.5,0,0.0,1
0040717.png,1.0,1,0.5,0
0067660.png,1.0,1,0.0,1
0129886.png,1.0,1,0.0,1
0067076.png,0.0,1,0.0,1
0104279.png,0.5,0,0.0,1
0088783.png,0.0,1,1.0,1
0058795.png,0.0,1,0.0,1
0078445.png,0.5,0,0.0,1
0018391.png,0.0,1,0.5,0
0100691.png,0.0,1,0.0,1
0088900.png,0.0,1,1.0,1
0139591.png,1.0,1,1.0,1
0008334.png,0.5,0,0.0,1
0025977.png,0.5,0,0.5,0
0123630.png,1.0,1,1.0,1
0118408.png,1.0,1,0.0,1
0148768.png,0.5,0,1.0,1
0145135.png,0.5,0,1.0,1
0012269.png,1.0,1,0.5,0
0014376.png,1.0,1,0.5,0
0112455.png,1.0,1,1.0,1
0023167.png,0.5,0,0.5,0
0036127.png,1.0,1,0.5,0
0059958.png,0.0,1,0.5,0
0021468.png,0.5,0,0.5,0
0097665.png,0.0,1,0.0,1
0074787.png,0.5,0,1.0,1
0011660.png,1.0,1,0.5,0
0149007.png,0.5,0,1.0,1
0014786.png,1.0,1,0.5,0
0115505.png,1.0,1,0.0,1
0078176.png,1.0,1,1.0,1
0035471.png,1.0,1,0.5,0
0131777.png,0.5,0,0.0,1
0113929.png,0.5,0,1.0,1
0018769.png,0.5,0,0.5,0
0094301.png,1.0,1,0.0,1
0111743.png,0.0,1,1.0,1
0012692.png,1.0,1,0.5,0
0108355.png,0.5,0,1.0,1
0111814.png,0.0,1,0.0,1
0108967.png,1.0,1,0.0,1
0001412.png,1.0,1,0.5,0
0041700.png,1.0,1,0.5,0
0107618.png,0.5,0,1.0,1
0083935.png,1.0,1,0.0,1
0141644.png,1.0,1,0.0,1
0029741.png,0.0,1,0.5,0
0093949.png,0.0,1,0.5,0
0123666.png,1.0,1,1.0,1
0101204.png,0.0,1,0.0,1
0104832.png,1.0,1,0.0,1
0082313.png,0.5,0,0.0,1
0088837.png,0.0,1,1.0,1
0104929.png,1.0,1,1.0,1
0143048.png,1.0,1,1.0,1
0100641.png,0.0,1,0.0,1
0059229.png,0.0,1,1.0,1
0034291.png,0.5,0,0.5,0
0088786.png,0.0,1,1.0,1
0087959.png,0.0,1,1.0,1
0067082.png,0.0,1,0.0,1
0019730.png,0.5,0,0.5,0
0147425.png,0.0,1,0.5,0
0087907.png,0.0,1,0.0,1
0033957.png,0.5,0,0.5,0
0067069.png,0.0,1,0.0,1
0014843.png,1.0,1,0.5,0
0027820.png,0.5,0,0.5,0
0005224.png,0.5,0,0.5,0
0067059.png,0.0,1,1.0,1
0009322.png,0.5,0,0.5,0
0038130.png,1.0,1,1.0,1
0109896.png,1.0,1,1.0,1
0114782.png,0.0,1,0.5,0
0012068.png,1.0,1,0.0,1
0088861.png,0.0,1,1.0,1
0088856.png,0.0,1,1.0,1
0074947.png,1.0,1,1.0,1
0000302.png,1.0,1,0.5,0
0144291.png,1.0,1,1.0,1
0043334.png,1.0,1,0.5,0
0080705.png,0.5,0,0.0,1
0118735.png,1.0,1,1.0,1
0120716.png,1.0,1,1.0,1
0036326.png,0.5,0,0.5,0
0082055.png,0.5,0,1.0,1
0080701.png,0.5,0,1.0,1
0128473.png,1.0,1,1.0,1
0081882.png,1.0,1,1.0,1
0088853.png,0.0,1,1.0,1
0088867.png,0.0,1,1.0,1
0004684.png,0.5,0,0.5,0
0095149.png,1.0,1,0.0,1
0028920.png,1.0,1,1.0,1
0093131.png,0.0,1,0.5,0
0088917.png,0.0,1,0.0,1
0109119.png,0.5,0,0.0,1
0071567.png,0.5,0,0.0,1
0042760.png,1.0,1,0.5,0
0012006.png,1.0,1,0.5,0
0008805.png,1.0,1,0.5,0
0090970.png,1.0,1,0.0,1
0087869.png,0.0,1,1.0,1
0057687.png,0.0,1,1.0,1
0095725.png,0.5,0,0.0,1
0148072.png,0.5,0,1.0,1
0088777.png,0.0,1,1.0,1
0041514.png,1.0,1,0.5,0
0119177.png,1.0,1,1.0,1
0113995.png,0.5,0,1.0,1
0114890.png,0.0,1,0.5,0
0095594.png,1.0,1,1.0,1
0010715.png,0.5,0,0.5,0
0100507.png,1.0,1,1.0,1
0111380.png,0.5,0,1.0,1
0081744.png,0.0,1,0.5,0
0067059.png,0.0,1,1.0,1
0143445.png,1.0,1,1.0,1
0088845.png,0.0,1,0.0,1
0044528.png,1.0,1,0.5,0
0009417.png,1.0,1,0.5,0
0018704.png,1.0,1,0.5,0
0104761.png,0.0,1,0.5,0
0131503.png,0.5,0,1.0,1
0059236.png,0.0,1,0.0,1
0032791.png,0.5,0,0.5,0
0099414.png,0.5,0,1.0,1
0097660.png,0.0,1,0.0,1
0105804.png,0.0,1,0.5,0
0053290.png,1.0,1,0.0,1
0085688.png,0.5,0,0.0,1
0053103.png,0.5,0,0.0,1
0094572.png,1.0,1,0.0,1
0131840.png,0.5,0,0.0,1
0067160.png,0.5,0,1.0,1
0101147.png,0.0,1,0.0,1
0101206.png,0.0,1,0.0,1
0042099.png,0.5,0,0.5,0
0130294.png,1.0,1,1.0,1
0058665.png,0.5,0,0.0,1
0085831.png,0.0,1,0.5,0
0097642.png,0.0,1,0.0,1
0082824.png,0.0,1,0.5,0
0119372.png,0.5,0,1.0,1
0111759.png,0.0,1,1.0,1
0084923.png,1.0,1,0.0,1
0092383.png,0.5,0,1.0,1
0080457.png,0.5,0,1.0,1
0142973.png,0.5,0,0.0,1
0144342.png,1.0,1,0.0,1
0087907.png,0.0,1,0.0,1
0032277.png,0.5,0,0.5,0
0114266.png,1.0,1,1.0,1
0097848.png,0.0,1,0.5,0
0029749.png,0.0,1,0.0,1
0088968.png,0.0,1,1.0,1
